	Day	Date	Time	Place	Title	Rating	tmdb_id	original_language	release_date	budget	revenue	runtime	genre	director	cast
1855					Sing-A-Long Mary Poppins			nan	nan					nan	
1856					High School Musical 2		13649.0	en	2007-08-17	0.0	7000000.0	104.0	['Comedy', 'Drama', 'Family', 'Music']	Kenny Ortega	
1857					The Wind Will Carry Us		43423.0	fa	1999-09-06	0.0	0.0	118.0	['Drama']	Abbas Kiarostami	
1858					Flow: For Love Of Water		18187.0	en	2008-09-12	0.0	0.0	84.0	['Documentary']	Irena Salina	
1859					The South		178375.0	nl	2004-01-24	0.0	0.0	87.0	['Drama']	Martin Koolhoven	
1860					Sisters		266294.0	en	2015-12-18	30000000.0	105011053.0	118.0	['Comedy']	Jason Moore	
1861					Lionel 		28428.0	en	2008-07-12	0.0	0.0	80.0	['Documentary']	nan	
1862					The Runner		277546.0	en	2015-08-07	6000000.0	0.0	90.0	['Drama']	Austin Stark	
1863					Lionel			en	2008-07-12	0.0	0.0	80.0	['Documentary']	nan	
1864					Where Is The Friends House			nan	nan					nan	
1865					A Plumm Summer		73501.0	en	2007-01-01	4200000.0	0.0		['Adventure']	Caroline Zelder	
1866					Mamma Mia		11631.0	en	2008-07-03	52000000.0	609841637.0	108.0	['Comedy', 'Romance']	Phyllida Lloyd	
1867					The Experience + The Wedding Suit			nan	nan					nan	
1868					The Delinquents		45182.0	en	1989-01-01	0.0	0.0	101.0	['Drama', 'Romance']	Chris Thomson	
1869					Apres Lui (After Him)		51844.0	en	2007-05-23	0.0	0.0	94.0	['Drama', 'Foreign']	Gaël Morel	
1870					The Pink Panther		12096.0	en	2006-01-18	0.0		93.0	['Action', 'Comedy', 'Crime', 'Mystery', 'Family']	Shawn Levy	
1871					Get Smart		11665.0	en	2008-06-19	80000000.0	230685453.0	110.0	['Action', 'Comedy', 'Thriller']	Peter Segal	
1872					And Life Goes On...		315047.0	cs	1935-01-01	0.0	0.0	75.0	['Drama']	Carl Junghans	
1873					The Page Turner		8436.0	nan	2006-08-09	0.0	0.0	85.0	['Drama', 'Music']	Rafaele Ravinet-Virbel	
1874					I Served the King of England		12555.0	cs	2006-12-19	0.0	0.0	120.0	['Comedy', 'Drama']	Jiří Menzel	
1875					Love in the Time of Cholera		6639.0	en	2007-10-04	45000000.0	4607608.0	139.0	['Drama', 'Romance']	Mike Newell	
1876					Through the Olive Trees		47104.0	fa	1994-01-01	0.0	0.0	103.0	['Drama']	Abbas Kiarostami	
1877					That's Dancing		42047.0	en	1985-01-01		0.0	105.0	['Documentary', 'Music']	Jack Haley Jr.	
1878					Into the Wild		5915.0	en	2007-09-11	15000000.0	56255142.0	148.0	['Adventure', 'Drama']	Sean Penn	
1879					Death Defying Acts		13910.0	en	2007-09-13	20000000.0	8380329.0	97.0	['Drama', 'Romance']	Gillian Armstrong	
1880					Leatherheads		4942.0	en	2008-03-24		41299492.0	114.0	['Comedy', 'Romance', 'Drama']	George Clooney	
1881					Flight of the Red Balloon		12198.0	fr	2007-05-17	3000000.0	0.0	117.0	['Family', 'Drama']	Hou Hsiao-hsien	
1882					From Pink... To Yellow		183834.0	es	nan	0.0	0.0	87.0	['Romance', 'Comedy']	Manuel Summers	
1883					The Jane Austen Book Club		5951.0	en	2007-09-09	0.0	0.0	106.0	['Comedy', 'Drama', 'Romance']	Robin Swicord	
1884					Lust, Caution		4588.0	zh	2007-09-28	15000000.0	0.0	156.0	['Action', 'Drama', 'Romance', 'Thriller']	Ang Lee	
1885					The Taste of Cherry			nan	nan					nan	
1886					Lionel + Jisoe			nan	nan					nan	
1887					Faust with live musical accompaniment			nan	nan					nan	
1888					The Quince Tree Sun			nan	1992-10-01	0.0	0.0	138.0	['Drama', 'Documentary']	nan	
1889					The Travellers + The Chorus			nan	nan					nan	
1890					Sixty Six		31082.0	en	2006-01-01	0.0	0.0	93.0	['Comedy']	Paul Weiland	
1891					Fear and Loathing in Las Vegas		1878.0	en	1998-05-22	18500000.0	10680275.0	118.0	['Adventure', 'Drama', 'Comedy']	nan	
1892					End of the Rainbow		247891.0	en	2007-11-22	0.0	0.0	83.0	['Documentary']	Robert Nugent	
1893					Abra Cadabra		408819.0	hr	1957-08-06	0.0		12.0	['Animation']	Dušan Vukotić	
1894					The Life and Work of Dr Hunter S Thompson		13003.0	nan	2008-07-04	0.0		120.0	['Documentary']	Alex Gibney	
1895					Where the Buffalo Roam		13005.0	en	1980-04-25	0.0	6659377.0	96.0	['Comedy', 'Drama']	Art Linson	
1896					Moliere		21494.0	fr	2007-01-31	0.0	0.0			Laurent Tirard	
1897					Not Quite Hollywood		16194.0	en	nan			103.0	['Comedy', 'Documentary']	Mark Hartley	
1898					The Saragossa Manuscript		431542.0	en	1973-12-24	0.0	0.0	342.0	['Adventure', 'Drama', 'Fantasy']	Philippe Ducrest	
1899					Romeo + Juliet		454.0	en	1996-10-31	14500000.0	147298761.0	120.0	['Drama', 'Romance']	Baz Luhrmann	
1900					Sparrow		262264.0	en	nan	0.0	0.0	72.0	['Horror']	Shaun Troke	
1901					Blue Fire Lady		392452.0	en	1977-12-09		0.0	96.0	['Family', 'Drama']	Ross Dimsey	
1902					Seven Year's Itch			nan	nan					nan	
1903					The Enigmatic Case		185004.0	cn	1980-06-11	0.0	0.0	88.0	['Action']	Andrew Kam Yeung-Wa	
1904					El Mariachi		9367.0	es	1992-09-04		2040920.0	81.0	['Action', 'Crime', 'Thriller']	Robert Rodriguez	
1905					Lars and the Real Girl		6615.0	en	2007-10-12	12000000.0	11293663.0	106.0	['Comedy', 'Romance', 'Drama']	Craig Gillespie	
1906					PTU: Police Tactical Unit		25536.0	cn	2003-04-17	0.0		88.0	['Crime', 'Drama', 'Action']	Johnnie To	
1907					Throw Down		25664.0	cn	2004-07-08	0.0	0.0	95.0	['Drama', 'Action']	Johnnie To	
1908					Fulltime Killer		9581.0	cn	2001-08-03			102.0	['Action', 'Crime', 'Drama', 'Thriller']	Wai Ka-Fai	
1909					The Fun, the Luck and the Tycoon		183846.0	en	1990-01-18	0.0	0.0	90.0	['Comedy']	Johnnie To	
1910					The Bare Footed Kid		136303.0	cn	1993-04-03	0.0	0.0	90.0	['Foreign', 'Action', 'Drama']	Johnnie To	
1911					Exhiled			nan	nan					nan	
1912					Running Out Of Time		2463.0	cn	1999-09-23	0.0		93.0	['Drama', 'Action', 'Thriller', 'Crime']	Johnnie To	
1913					A Hero Never Dies		58776.0	cn	1998-11-05	0.0	0.0	86.0	['Action', 'Crime', 'Thriller']	Johnnie To	
1914					Exiled		378636.0	ab	2016-01-22	511290.0	0.0	100.0	['War', 'Drama']	Dāvis Sīmanis Jr.	
1915					Viva Maria		11799.0	fr	1965-11-22	0.0		120.0	['Adventure', 'Comedy']	Louis Malle	
1916					Storm Warning		14459.0	en	2007-05-17	0.0	0.0	86.0	['Horror']	Jamie Blanks	
1917					PTU:Police Tactical Unit			nan	nan					nan	
1918					ET: The Extra-Terrestrial		601.0	en	1982-04-03	10500000.0	792910554.0	115.0	['Science Fiction', 'Adventure', 'Family', 'Fantasy']	Steven Spielberg	
1919					Breaking News		468523.0	en	2017-09-29	880000.0	0.0	81.0	['Drama']	Iulia Rugină	
1920					Berlin Alexanderplatz - Package 1			nan	nan					nan	
1921					The Visitor		12473.0	en	2007-09-07	0.0	9234510.0	104.0	['Crime', 'Drama', 'Music']	Tom McCarthy	
1922					Little Deaths		66164.0	en	2011-02-25	0.0	0.0	90.0	['Horror', 'Thriller', 'Romance']	Andrew Parkinson	
1923					Berlin Alexanderplatz - Package 2			nan	nan					nan	
1924					The Sasquatch Dumpling Club			nan	nan					nan	
1925					Do The Right Thing		925.0	en	1989-06-30	6500000.0		120.0	['Drama']	Spike Lee	
1926					Public Enemy: Welcome to the Terrordome		111937.0	en	2007-09-13	0.0	0.0	108.0	['Documentary', 'Music']	nan	
1927					The Painted Veil		14202.0	en	2006-12-09	19400000.0	0.0	125.0	['Drama', 'Romance']	John Curran	
1928					Struck By Lightning		87440.0	en	2012-04-20	0.0	22930.0	90.0	['Comedy', 'Drama']	Brian Dannelly	
1929					Crooklyn			en	1994-05-13	0.0		115.0	['Comedy', 'Drama']	nan	
1930					Summer of Sam		10279.0	en	1999-07-02	0.0	0.0	142.0	['Thriller', 'Drama', 'Crime', 'Romance']	Spike Lee	
1931					The Sasquatch Dumpling Gang		19033.0	en	2006-01-01	0.0	0.0	84.0	['Comedy', 'Family']	Tim Skousen	
1932					When The Levees Broke			en	nan	2000000.0	0.0			nan	
1933					In the Hands of the Gods		31223.0	en	2007-09-14	0.0	0.0	106.0	['Documentary', 'Foreign']	Gabe Turner	
1934					Football Under Cover		8201.0	en	2008-02-10	0.0	0.0	86.0	['Documentary']	David Assmann	
1935					25th Hour		1429.0	en	2002-12-16	15000000.0	13060843.0	135.0	['Crime', 'Drama']	Spike Lee	
1936					Get On The Bus		49471.0	en	1996-10-16			120.0	['Drama']	Spike Lee	
1937					Malcolm X		1883.0	en	1992-11-18	34000000.0	48169908.0	202.0	['Drama', 'History']	Spike Lee	
1938					Girl 6			en	1996-03-22	12000000.0		108.0		nan	
1939					Clockers		20649.0	en	1995-09-15	25000000.0	13071518.0	128.0	['Mystery', 'Crime', 'Drama']	Spike Lee	
1940					He Got Game		9469.0	en	1998-05-01	25000000.0	21567853.0	136.0	['Drama']	Spike Lee	
1941					They're a Weird Mob			en	nan					nan	
1942					Jungle Fever		1713.0	en	nan	14000000.0	32482682.0	132.0	['Drama', 'Romance']	Spike Lee	
1943					Komaneko - The Curious Cat		62072.0	xx	2009-03-25	0.0	0.0	58.0	['Animation']	Tsuneo Goda	
1944					Mo' Better Blues			en	1990-08-03	10000000.0		129.0		nan	
1945					Inside Man		388.0	en	2006-03-23	45000000.0	184376254.0	129.0	['Crime', 'Drama', 'Thriller']	Spike Lee	
1946					Free Animated Christmas Kids' Classics			nan	nan					nan	
1947					Komaenko- the Curious Cat			nan	nan					nan	
1948					It's a Wonderful Life		1585.0	en	nan		9644124.0	130.0	['Drama', 'Family', 'Fantasy']	Frank Capra	
1949					Miss Pettigrew Lives for a Day		12178.0	en	2008-03-07	0.0	16051363.0	92.0	['Drama', 'Comedy', 'Romance']	Bharat Nalluri	
1950					A Tribute to Pip Starr			nan	nan					nan	
1951					Son of Rambow		13258.0	en	nan	4000000.0	6870249.0	96.0	['Comedy']	Garth Jennings	
1952					Johnny Cash at Folsom Prison 		126016.0	en	2008-10-18	717000.0	0.0	60.0	['Music']	Bestor Cram	
1953					Egon & Donci		267205.0	en	2013-03-02	0.0	0.0	9.0	['Fantasy', 'Music', 'Romance']	Michiel van Jaarsveld	
1954					Heartworn Highway		76498.0	en	1976-05-01	0.0	0.0	92.0	['Documentary', 'Music']	James Szalapski	
1955					Searching for the Wrong Eyed Jesus		26818.0	en	2003-01-01	0.0	0.0	82.0	['Documentary']	Andrew Douglas	
1956					Be Here to Love Me		37416.0	en	2004-09-13	0.0	0.0	99.0	['Documentary', 'Music']	Margaret Brown	
1957					Chevolution		34219.0	en	2008-04-01	0.0	0.0	86.0	['Documentary']	Luis Lopez	
1958					Fallen Angel: Gram Parsons		111775.0	en	2004-01-01	0.0	0.0	90.0	['Documentary', 'Music']	Gandulf Hennig	
1959					Nashville State Of Mind			nan	nan					nan	
1960					Zombie Strippers		13009.0	en	2008-04-18	0.0	0.0	94.0		nan	
1961					Happy-Go-Lucky		10503.0	en	2008-04-18	0.0	18130888.0	118.0	['Drama', 'Comedy']	Mike Leigh	
1962					Heartworn Highways		76498.0	en	1976-05-01	0.0		92.0	['Documentary', 'Music']	James Szalapski	
1963					Shakespeare Was A Big George Jones Fan		118511.0	nan	2013-09-12		0.0	60.0	['Documentary']	Robert Gordon	
1964					Be Here To Love Me		37416.0	en	2004-09-13	0.0	0.0	99.0	['Documentary', 'Music']	Margaret Brown	
1965					Clambake		26299.0	en	1967-01-01		0.0	100.0	['Music', 'Romance']	nan	
1966					Adventures of Power		30023.0	en	2008-01-20	2500000.0	0.0	89.0	['Comedy']	Ari Gold	
1967					Blithe Spirit		19072.0	en	1945-05-14	0.0	0.0	96.0	['Fantasy', 'Drama', 'Comedy', 'Romance']	David Lean	
1968					Mad Max Beyond Thunderdome		9355.0	en	1985-06-29	12305523.0	36230219.0	107.0	['Action', 'Adventure', 'Science Fiction']	George Ogilvie	
1969					In and Out of Fashion: William Klein			nan	nan					nan	
1970					The Girl Who Leapt Through Time		14069.0	ja	2006-07-15	0.0	3800000.0	98.0	['Fantasy', 'Animation', 'Drama', 'Science Fiction']	Mamoru Hosoda	
1971					Who Are You, Polly Maggoo?		66953.0	fr	1966-10-21	0.0	0.0	101.0	['Comedy', 'Drama']	William Klein	
1972					Eldridge Cleaver: Black Panther 		189225.0	en	1970-08-24		0.0	75.0	['History', 'Documentary']	William Klein	
1973					Muhammad Ali, the Greatest		29211.0	en	1969-11-21	0.0	0.0	120.0	['Documentary']	William Klein	
1974					Mr Freedom		27146.0	en	1969-01-09	0.0	0.0	95.0	['Drama', 'Comedy', 'Foreign']	William Klein	
1975					Gulpilil: One Red Blood		270709.0	en	2002-01-01	0.0	0.0	56.0	['Documentary']	Darlene Johnson	
1976					Fashion in France			nan	nan					nan	
1977					The Last Wave		72277.0	en	1977-01-01	810000.0	1258000.0	106.0	['Drama', 'Mystery', 'Thriller']	Peter Weir	
1978					The Model Couple		67429.0	fr	1977-03-30	0.0	0.0	101.0	['Drama', 'Comedy', 'Foreign']	William Klein	
1979					Rabbit Proof Fence		9555.0	en	2002-02-04	0.0	0.0	94.0	['Adventure', 'Drama', 'Action', 'History']	Phillip Noyce	
1980					The French		183981.0	fr	1982-06-29	0.0	0.0	130.0	[]	William Klein	
1981					Dark Age		83866.0	en	1987-05-21	0.0	0.0	91.0	['Adventure', 'Horror']	Arch Nicholson	
1982					The Little Richard Story		312775.0	en	1980-01-01	0.0	0.0	90.0	['Documentary']	William Klein	
1983					The Tracker		13439.0	en	2002-08-08	0.0	0.0	90.0	['Western', 'Drama', 'Foreign', 'History']	Rolf de Heer	
1984					Hollywood California: A Loser's Opera			nan	nan					nan	
1985					Caramel		7973.0	ar	2007-07-01	0.0	0.0	96.0	['Drama', 'Comedy', 'Romance']	Nadine Labaki	
1986					Who Are You, Polly Maggoo		66953.0	fr	1966-10-21	0.0	0.0	101.0	['Comedy', 'Drama']	William Klein	
1987					Messiah		419647.0	en	2016-06-01	0.0	0.0	15.0	['Adventure', 'Comedy', 'Fantasy', 'Science Fiction']	Damian Walshe-Howling	
1988					Short Works		115594.0	en	2008-07-08	0.0	0.0	98.0	[]	Yoshihiro Itô	
1989					Night Tide		38775.0	en	1961-08-15	0.0		84.0	['Thriller']	Curtis Harrington	
1990					Shivers		27429.0	en	1975-10-10	179000.0	0.0	87.0	['Horror', 'Science Fiction']	David Cronenberg	
1991					Prisoner Ep. 122 & Buck House Pilot Ep.			nan	nan					nan	
1992					Journey Among Women		129871.0	en	1977-08-18	0.0	0.0	93.0	['Drama']	Tom Cowan	
1993					Gattaca 		782.0	en	nan	36000000.0	12532777.0	106.0	['Thriller', 'Science Fiction', 'Mystery', 'Romance']	Andrew Niccol	
1994					Her Best Move		18598.0	en	2007-03-31	0.0	0.0	101.0	['Comedy', 'Drama', 'Family']	Norm Hunter	
1995					Bomb It! The Global Graffiti Documentary			nan	nan					nan	
1996					Species		9348.0	en	1995-07-07	35000000.0	113374103.0	108.0	['Science Fiction', 'Horror', 'Action']	Roger Donaldson	
1997					How About You		28871.0	en	2007-11-16	9000000.0	706000.0	100.0	['Comedy', 'Drama']	Anthony Byrne	
1998					Prisoner Ep. 35 & Buck House Pilot Ep.			nan	nan					nan	
1999					Prisoner Queen		436605.0	en	2003-03-31	0.0	0.0	86.0	[]	Timothy Spanos	
2000					Sweeney Todd: Demon Barber of Fleet Street		13885.0	nan	nan	50000000.0	152000000.0	116.0	['Drama', 'Horror', 'Music']	Tim Burton	
2001					E la nave va (And the ship sails on)		5622.0	it	1983-10-06	0.0	0.0	128.0	['Comedy', 'Drama', 'Foreign', 'Music']	Federico Fellini	
2002					Der Letzte Mann		209055.0	de	1955-10-14	0.0	0.0		['Drama']	Harald Braun	
2003					The Lorax - Presented in Association with the			nan	nan					nan	
2004					Josh Jarman		396525.0	en	nan	0.0	0.0	96.0	[]	Pip Mushin	
2005					The Age of Innocence		10436.0	nan	nan	34000000.0	32255440.0	139.0	['Drama', 'Romance']	nan	
2006					Titus		12524.0	en	1999-12-25	0.0	0.0	162.0	['Drama', 'History', 'Thriller']	Julie Taymor	
2007					Stick It		10115.0	en	2006-04-21	0.0	0.0	105.0	['Comedy', 'Drama']	Jessica Bendinger	
2008					The Aviator		2567.0	en	2004-12-17	116000000.0	102000000.0	170.0	['Drama']	Martin Scorsese	
2009					The Decameron		33583.0	it	1971-01-01	0.0	0.0	112.0	['History', 'Drama', 'Comedy']	Pier Paolo Pasolini	
2010					The Black Dahila			nan	nan					nan	
2011					The Life of Art: Contemporary Representations			nan	nan					nan	
2012					Interview with the Vampire		628.0	en	1994-11-11	60000000.0		123.0	['Horror', 'Romance']	Neil Jordan	
2013					Tales of Ordinary Madness		69014.0	it	1981-09-11	0.0	0.0	101.0	['Drama']	Marco Ferreri	
2014					Young @ Heart		21182.0	en	2008-10-02	0.0	0.0	107.0	['Documentary']	Stephen Walker	
2015					The Adventures of Baron Munchausen		14506.0	nan	nan	0.0	0.0	126.0	['Action', 'Adventure', 'Comedy', 'Fantasy']	Terry Gilliam	
2016					Casino		524.0	en	1995-11-22	52000000.0	116112375.0	178.0	['Drama', 'Crime']	Martin Scorsese	
2017					La Nuit de Varennes		42131.0	fr	1982-09-23		0.0	151.0	['Drama', 'History']	Ettore Scola	
2018					The Name of the Rose		192.0	en	1986-09-24	20000000.0	77200000.0	130.0	['Drama', 'Thriller', 'Mystery']	Jean-Jacques Annaud	
2019					JCVD		13672.0	fr	2008-06-04	6000000.0		96.0	['Drama', 'Action', 'Comedy', 'Crime']	Mabrouk El Mechri	
2020					The Matador		9515.0	en	2005-05-12	10000000.0	17297244.0	96.0	['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']	Richard Shepard	
2021					The Ordeal (Calvaire)		12517.0	fr	2006-08-11	0.0		88.0	['Horror']	Fabrice Du Welz	
2022					Australia		6972.0	en	2008-11-18	130000000.0	49554002.0	165.0	['Drama']	Baz Luhrmann	
2023					Sesame Street presents Follow That Bird		36536.0	en	1985-08-02	0.0	0.0	88.0	['Adventure', 'Comedy', 'Family', 'Music']	Ken Kwapis	
2024					Christian Dior: The Man Behind the Myth		316254.0	fr	2005-01-08		0.0	53.0	['Documentary']	Philippe Lanfranchi	
2025					Breaking the Rules: The Fashion Rebel Look			nan	nan					nan	
2026					Zoolander		9398.0	en	2001-09-28		60780981.0	89.0	['Comedy']	Ben Stiller	
2027					The Counterfeiters		246777.0	en	1948-05-28	0.0	0.0	73.0	['Action', 'Crime', 'Drama']	Sam Newfield	
2028					Flight of the Obus Bird - Winter 2009			nan	nan					nan	
2029					The Secret World of Haute Couture		441385.0	en		0.0	0.0	45.0	[]	Margy Kinmonth	
2030					Silence is Golden (Le Silence est d'or)			nan	nan					nan	
2031					Breaking the Rules:The Fashion Rebel Look			nan	nan					nan	
2032					I Have Never Forgotten You		40620.0	en	nan	0.0	0.0	105.0	['Documentary']	Richard Trank	
2033					Jaimie Leonarder - Synchromysticism			nan	nan					nan	
2034					Lemon Tree		7860.0	he	2008-02-08	0.0	0.0	106.0	['Drama']	Eran Riklis	
2035					Harvie Krumpet (and Friends)			nan	nan					nan	
2036					Azur and Asmar:The Princes' Quest			nan	nan					nan	
2037					Animated Kids' Flicks Classic Fairytales Part 1			nan	nan					nan	
2038					Hoodwinked		306112.0	en	1989-01-01	0.0	0.0	0.0	['Comedy']	nan	
2039					The Ghost		21792.0	ko	2004-06-17	0.0	0.0	98.0	['Horror', 'Thriller', 'Foreign']	Kim Tae-kyung	
2040					Animated Kids' Flicks Classic Fairytales Part 2			nan	nan					nan	
2041					Enchanted		4523.0	en	2007-11-20	85000000.0	340487652.0	107.0	['Comedy', 'Family', 'Fantasy', 'Romance']	Kevin Lima	
2042					My First Wife 		206154.0	en	1984-09-12	0.0	0.0	96.0	[]	Paul Cox	
2043					Petersen		79555.0	en	1974-01-01	0.0	0.0	107.0	['Drama']	Tim Burstall	
2044					Married Life		8060.0	en	2007-09-12	12000000.0	0.0	90.0	['Crime', 'Drama', 'Romance']	Ira Sachs	
2045					Wendy Hughes & Friends			nan	nan					nan	
2046					The Matrix		603.0	en	1999-03-30	63000000.0	463517383.0	136.0	['Action', 'Science Fiction']	Lana Wachowski	
2047					An Indecent Obsession		270838.0	en	1985-05-23	0.0	0.0	100.0	['War', 'Drama', 'Romance']	Lex Marinos	
2048					Shadows of the Peacock			nan	nan					nan	
2049					Valiant		14175.0	en	2005-03-25	35000000.0	19478106.0	76.0	['Animation', 'Family', 'Adventure']	Gary Chapman	
2050					The View from Greenhaven		226690.0	en	2008-10-15	0.0	0.0	101.0	['Comedy', 'Drama', 'Romance']	Simon MacRae	
2051					Lonely Hearts			en	2006-04-30	0.0		108.0		nan	
2052					Diggers		17439.0	en	2006-01-01	0.0	0.0	96.0	['Comedy', 'Drama']	Katherine Dieckmann	
2053					Warm Nights on a Slow Moving Train		123625.0	en	1988-03-10	0.0	0.0	91.0	['Drama']	Bob Ellis	
2054					"Star Trek-TNG-Season 6-""Lessons"""			nan	nan					nan	
2055					Boundaries of the Heart		219104.0	en	nan	0.0	0.0	105.0	['Drama']	Lex Marinos	
2056					Jazz on a Summers Day		53434.0	en	1960-11-11	0.0	0.0	82.0	[]	Bert Stern	
2057					My First Wife		206154.0	en	1984-09-12	0.0	0.0	96.0	[]	Paul Cox	
2058					Charlie Haden Rambling Boy		295949.0	en		0.0	0.0	85.0	[]	nan	
2059					Let's Get Lost		37640.0	en	1988-09-15	0.0	0.0	120.0	['Music', 'Documentary']	Bruce Weber	
2060					Sounds Like Teen Spirit:		37081.0	en	2008-09-09		0.0	100.0	['Documentary', 'Music']	Jamie Jay Johnson	
2061					Jazz on a Summer'sDay			nan	nan					nan	
2062					Touch of Evil		1480.0	en	1958-04-23	829000.0	2247465.0	95.0	['Drama', 'Thriller', 'Crime']	Orson Welles	
2063					Sun Ra Space is the Place		16203.0	en	1974-11-01	0.0	0.0	85.0	['Science Fiction']	John Coney	
2064					The Brain Eaters + The Mole People			nan	nan					nan	
2065					The Mikado		417259.0	en	2015-12-16	0.0	0.0	165.0	[]	Jonathan Miller	
2066					Acolytes		18557.0	en	2008-09-20	0.0		91.0	['Crime', 'Mystery', 'Thriller', 'Horror']	Jon Hewitt	
2067					Help! I'm a Fish		12609.0	da	2000-10-06	0.0	0.0	80.0	['Adventure', 'Animation', 'Comedy']	Greg Manwaring	
2068					Of All the Things		147065.0	en	nan	0.0	0.0	105.0	['Romance', 'Comedy']	Joyce E. Bernal	
2069					Soul Power		26888.0	nan	2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
2070					Of All theThings			nan	nan					nan	
2071					Cat Women... + Devil Girl from Mars			nan	nan					nan	
2072					Pure Shit + Cast & Crew Reunion			nan	nan					nan	
2073					When We Were Kings		10548.0	en	1996-10-25	0.0	2666118.0	89.0	['Documentary']	Leon Gast	
2074					Youssou N'Dour:I Bring What I Love			nan	nan					nan	
2075					Cape Canaveral...+ Robot Monster			nan	nan					nan	
2076					I've Loved You So Long		8276.0	fr	2008-03-19		0.0	115.0	['Drama']	Philippe Claudel	
2077					Streetsweeper		437391.0	en	2010-03-14	0.0	0.0	72.0	[]	Neil Mansfield	
2078					Sita Sings the Blues		20529.0	en	2008-02-11	0.0		82.0	['Animation', 'Drama', 'Music', 'Romance']	Nina Paley	
2079					It's Raining Pleasure			nan	nan					nan	
2080					Flesh Gordon		3687.0	en	1974-07-30	700000.0	0.0	90.0	['Comedy', 'Science Fiction']	Howard Ziehm	
2081					Heyy Babyy		4157.0	en	2007-08-24	0.0	12000000.0	160.0	['Drama', 'Comedy', 'Romance', 'Foreign']	Sajid Khan	
2082					The Duchess		12783.0	en	2008-09-05			110.0	['Drama', 'History', 'Romance']	Saul Dibb	
2083					A Girl in Australia		61799.0	it	1971-01-01	0.0		107.0	['Comedy']	Luigi Zampa	
2084					Stars on Earth		7508.0	hi	2007-12-21	2600000.0	28430000.0	165.0	['Drama']	Aamir Khan	
2085					We Are Wizards		127381.0	en	2008-03-07	0.0	0.0	79.0	['Documentary']	Josh Koury	
2086					Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
2087					An American Werewolf in London		814.0	en	1981-08-21	10000000.0	31973249.0	97.0	['Horror', 'Comedy']	John Landis	
2088					WOW Festival: Australian Shorts			nan	nan					nan	
2089					Overlord		55343.0	nan	nan	0.0	0.0	83.0	['War', 'Drama', 'History']	Stuart Cooper	
2090					Frost/Nixon		11499.0	en	2008-10-15	0.0	0.0	122.0	['Drama', 'History']	Ron Howard	
2091					A tribute to Charles 'Bud' Tingwell			nan	nan					nan	
2092					A Nun's New Habit + panel discus.			nan	nan					nan	
2093					Tom Thumb		56931.0	en	nan	0.0	0.0	98.0	['Adventure', 'Fantasy', 'Action', 'Family']	George Pal	
2094					Southland Tales		4723.0	en	2006-05-15	17000000.0	374743.0	144.0	['Comedy', 'Science Fiction', 'Thriller']	Richard Kelly	
2095					Reservations		392354.0	en	2013-11-09	0.0	0.0	9.0	[]	Charlie Redd	
2096					Wall-E		10681.0	en	2008-06-22	180000000.0	521311860.0	98.0	['Animation', 'Family']	Andrew Stanton	
2097					Tank Girl		9067.0	en	1995-03-31	25000000.0	4064495.0	98.0	['Action', 'Comedy', 'Fantasy', 'Science Fiction']	Rachel Talalay	
2098					The Grocer's Son		8049.0	fr	2007-06-15	0.0	0.0	96.0	['Drama', 'Comedy']	Eric Guirado	
2099					Free Animated Wizard Kids' Flicks			nan	nan					nan	
2100					Harry Potter and The Philosopher...		671.0	en	2001-11-16	125000000.0	976475550.0	152.0	['Adventure', 'Fantasy', 'Family']	Chris Columbus	
2101					Harry Potter and the Chamber of...		672.0	en	2002-11-13	100000000.0	876688482.0	161.0	['Adventure', 'Fantasy', 'Family']	Chris Columbus	
2102					Harry Potter and the Prisoner of...		673.0	en	2004-05-31	130000000.0	789804554.0	141.0	['Adventure', 'Fantasy', 'Family']	Alfonso Cuarón	
2103					Harry Potter and the Order of the...		675.0	en	2007-06-28	150000000.0	938212738.0	138.0	['Adventure', 'Fantasy', 'Family', 'Mystery']	David Yates	
2104					Beautiful Losers		27286.0	en	2008-04-01	0.0	56386.0	90.0	['Documentary']	Joshua Leonard	
2105					Cleo From 5 to 7		499.0	fr	1962-04-11	0.0	0.0	90.0	['Comedy', 'Drama']	Agnès Varda	
2106					Executive Koala		56255.0	nan	2005-10-28	0.0	0.0	86.0	['Comedy', 'Crime', 'Drama', 'Foreign', 'Thriller']	Minoru Kawasaki	
2107					Lucky Country			en	2009-07-16	0.0	0.0	96.0		nan	
2108					Daisies		46919.0	cs	1966-12-30	0.0	0.0	74.0	['Drama', 'Comedy']	Věra Chytilová	
2109					Jeannne Dielman			nan	nan					nan	
2110					Noddy and Friends			nan	nan					nan	
2111					Wanda		80560.0	en	1970-09-01	0.0	0.0	102.0	['Drama']	Barbara Loden	
2112					Sparrows Can't Sing		88012.0	en	1963-03-26	0.0	0.0	94.0	['Comedy', 'Drama']	Joan Littlewood	
2113					Style Wars		29587.0	en	1983-01-01	0.0	0.0	70.0	['Music', 'Documentary', 'TV Movie']	Tony Silver	
2114					The Lost Honour of Katharina Blum		4762.0	de	1975-10-10	1000000.0	0.0	106.0	['Comedy', 'Drama']	Margarethe von Trotta	
